pr_recall,err_recall_events,pr_incumbent_maj_pref_winner_after_recall,err_incumbent_maj_pref_winner_after_recall_events,pr_incumbent_maj_pref_winner,pr_incumbent_condorcet_winner,conditional_pr_incumbent_maj_pref_winner_after_recall,err_conditional_pr_incumbent_maj_pref_winner_after_recall,num_trials,num_samples_for_prob,num_cands_incumbent_party,num_cands_opposition_party,total_num_cands,num_voters,pr_incumbent_party_voters,concentration_param_for_num_voters,num_dims,recall_decision_type,replacement_rule,manipulation_level,use_different_probabilities_for_voters,concentration_parameter,min_num_samples_for_subjective_prob,max_num_samples_for_subjective_prob,binom_ci_threshold_for_events,min_num_samples_for_events,max_num_samples_for_events
0.5478829064296916,0.009999949146488385,0.005070569785676948,0.0014506719172094826,0.45716152639832724,0.24913748039728176,0.009254842095219921,0.002642206278335677,38260,10.0,2,2,4,999,0.5,100,2,sincere,sincere,1.0,True,10000.0,10,10,0.01,1000,100000
