pr_recall,err_recall_events,pr_incumbent_maj_pref_winner_after_recall,err_incumbent_maj_pref_winner_after_recall_events,pr_incumbent_maj_pref_winner,pr_incumbent_condorcet_winner,conditional_pr_incumbent_maj_pref_winner_after_recall,err_conditional_pr_incumbent_maj_pref_winner_after_recall,num_trials,num_samples_for_prob,num_cands_incumbent_party,num_cands_opposition_party,total_num_cands,num_voters,pr_incumbent_party_voters,concentration_param_for_num_voters,num_dims,recall_decision_type,replacement_rule,manipulation_level,use_different_probabilities_for_voters,concentration_parameter,min_num_samples_for_subjective_prob,max_num_samples_for_subjective_prob,binom_ci_threshold_for_events,min_num_samples_for_events,max_num_samples_for_events
0.6186452303218195,0.009999995379349702,0.0002743559494087629,0.00037292035647795344,0.2515844056078356,0.24878597492386623,0.00044347864650317085,0.0006027362091426541,36449,10.0,2,2,4,999,0.5,100,2,strategic,strategic-top-two,0.5,True,10000.0,10,10,0.01,1000,100000
